Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Action Potential (GO:0001508)	1/35	1.610366e-01	2.188363e-01	0	0	5.901961e+00	1.077771e+01	YWHAH
GO_Biological_Process_2023	Regulation Of mRNA Processing (GO:0050684)	1/35	1.610366e-01	2.188363e-01	0	0	5.901961e+00	1.077771e+01	QKI
GO_Biological_Process_2023	Regulation Of Postsynaptic Membrane Potential (GO:0060078)	1/35	1.610366e-01	2.188363e-01	0	0	5.901961e+00	1.077771e+01	MEF2C
GO_Biological_Process_2023	Regulation Of Sodium Ion Transport (GO:0002028)	1/35	1.610366e-01	2.188363e-01	0	0	5.901961e+00	1.077771e+01	YWHAH
GO_Biological_Process_2023	Skeletal Muscle Organ Development (GO:0060538)	1/35	1.610366e-01	2.188363e-01	0	0	5.901961e+00	1.077771e+01	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)	1/35	1.610366e-01	2.188363e-01	0	0	5.901961e+00	1.077771e+01	RAC1
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	1/35	1.610366e-01	2.188363e-01	0	0	5.901961e+00	1.077771e+01	PYCARD
GO_Biological_Process_2023	Regulation Of Axon Extension (GO:0030516)	1/35	1.610366e-01	2.188363e-01	0	0	5.901961e+00	1.077771e+01	APOE
GO_Biological_Process_2023	Regulation Of DNA-templated Transcription (GO:0006355)	13/1922	1.617440e-01	2.195788e-01	0	0	1.408230e+00	2.565429e+00	CD86;CD74;MEF2C;SPI1;CEBPD;YBX1;FOS;ACTB;ZEB2;BASP1;APOE;HLA-DRB1;YWHAH
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	2/144	1.621742e-01	2.199438e-01	0	0	2.839609e+00	5.165487e+00	LYN;TGFBI
GO_Biological_Process_2023	Regulation Of Glucose Import (GO:0046324)	1/36	1.652387e-01	2.227699e-01	0	0	5.733045e+00	1.032157e+01	APLP2
GO_Biological_Process_2023	Regulation Of Receptor Internalization (GO:0002090)	1/36	1.652387e-01	2.227699e-01	0	0	5.733045e+00	1.032157e+01	CD63
GO_Biological_Process_2023	Regulation Of Trans-Synaptic Signaling (GO:0099177)	1/36	1.652387e-01	2.227699e-01	0	0	5.733045e+00	1.032157e+01	CX3CR1
GO_Biological_Process_2023	Substrate Adhesion-Dependent Cell Spreading (GO:0034446)	1/36	1.652387e-01	2.227699e-01	0	0	5.733045e+00	1.032157e+01	RAC1
GO_Biological_Process_2023	Positive Regulation Of Phospholipase C Activity (GO:0010863)	1/36	1.652387e-01	2.227699e-01	0	0	5.733045e+00	1.032157e+01	CD86
GO_Biological_Process_2023	Lytic Vacuole Organization (GO:0080171)	1/36	1.652387e-01	2.227699e-01	0	0	5.733045e+00	1.032157e+01	GRN
GO_Biological_Process_2023	Negative Regulation Of Response To External Stimulus (GO:0032102)	2/146	1.656999e-01	2.231709e-01	0	0	2.799887e+00	5.033012e+00	APOE;METRNL
GO_Biological_Process_2023	Positive Regulation Of Cell Differentiation (GO:0045597)	3/283	1.687482e-01	2.257278e-01	0	0	2.167158e+00	3.856127e+00	MSR1;MEF2C;ACTB
GO_Biological_Process_2023	Defense Response To Symbiont (GO:0140546)	2/148	1.692391e-01	2.257278e-01	0	0	2.761252e+00	4.905207e+00	IFITM3;PYCARD
GO_Biological_Process_2023	RNA Stabilization (GO:0043489)	1/37	1.694201e-01	2.257278e-01	0	0	5.573513e+00	9.895070e+00	YBX1
GO_Biological_Process_2023	Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873)	1/37	1.694201e-01	2.257278e-01	0	0	5.573513e+00	9.895070e+00	TREM2
GO_Biological_Process_2023	Regulation Of Ossification (GO:0030278)	1/37	1.694201e-01	2.257278e-01	0	0	5.573513e+00	9.895070e+00	MEF2C
GO_Biological_Process_2023	Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649)	1/37	1.694201e-01	2.257278e-01	0	0	5.573513e+00	9.895070e+00	YWHAH
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/37	1.694201e-01	2.257278e-01	0	0	5.573513e+00	9.895070e+00	MEF2C
GO_Biological_Process_2023	Type I Interferon-Mediated Signaling Pathway (GO:0060337)	1/37	1.694201e-01	2.257278e-01	0	0	5.573513e+00	9.895070e+00	IFITM3
GO_Biological_Process_2023	Muscle Cell Differentiation (GO:0042692)	1/37	1.694201e-01	2.257278e-01	0	0	5.573513e+00	9.895070e+00	MEF2C
GO_Biological_Process_2023	Muscle Tissue Development (GO:0060537)	1/37	1.694201e-01	2.257278e-01	0	0	5.573513e+00	9.895070e+00	MEF2C
GO_Biological_Process_2023	Regulation Of Cellular Component Biogenesis (GO:0044087)	1/37	1.694201e-01	2.257278e-01	0	0	5.573513e+00	9.895070e+00	APOE
GO_Biological_Process_2023	Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	3/284	1.699706e-01	2.262402e-01	0	0	2.159335e+00	3.826622e+00	LYN;CSF1R;RAC1
GO_Biological_Process_2023	Regulation Of Neurotransmitter Secretion (GO:0046928)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	MEF2C
GO_Biological_Process_2023	Cellular Response To Type I Interferon (GO:0071357)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	IFITM3
GO_Biological_Process_2023	Positive Regulation Of Bone Mineralization (GO:0030501)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	MEF2C
GO_Biological_Process_2023	Response To Transforming Growth Factor Beta (GO:0071559)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	MEF2C
GO_Biological_Process_2023	Establishment Of Protein Localization To Plasma Membrane (GO:0061951)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	RAB31
GO_Biological_Process_2023	Fatty Acid Transport (GO:0015908)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	APOE
GO_Biological_Process_2023	Positive Regulation Of Myoblast Differentiation (GO:0045663)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	MEF2C
GO_Biological_Process_2023	Heart Looping (GO:0001947)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	CD86
GO_Biological_Process_2023	Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	CSF1R
GO_Biological_Process_2023	Import Into Cell (GO:0098657)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	TREM2
GO_Biological_Process_2023	Lymphocyte Proliferation (GO:0046651)	1/38	1.735807e-01	2.283691e-01	0	0	5.422604e+00	9.495593e+00	MEF2C
GO_Biological_Process_2023	Cellular Response To Organic Cyclic Compound (GO:0071407)	2/152	1.763559e-01	2.315805e-01	0	0	2.687075e+00	4.662749e+00	MEF2C;ACTB
GO_Biological_Process_2023	RNA Transport (GO:0050658)	1/39	1.777206e-01	2.315805e-01	0	0	5.279638e+00	9.120800e+00	YBX1
GO_Biological_Process_2023	Negative Regulation Of Protein Secretion (GO:0050709)	1/39	1.777206e-01	2.315805e-01	0	0	5.279638e+00	9.120800e+00	APOE
GO_Biological_Process_2023	Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062)	1/39	1.777206e-01	2.315805e-01	0	0	5.279638e+00	9.120800e+00	CD63
GO_Biological_Process_2023	Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)	1/39	1.777206e-01	2.315805e-01	0	0	5.279638e+00	9.120800e+00	CSF1R
GO_Biological_Process_2023	Positive Regulation Of ATP-dependent Activity (GO:0032781)	1/39	1.777206e-01	2.315805e-01	0	0	5.279638e+00	9.120800e+00	ATP1B3
GO_Biological_Process_2023	Retina Homeostasis (GO:0001895)	1/39	1.777206e-01	2.315805e-01	0	0	5.279638e+00	9.120800e+00	LYZ
GO_Biological_Process_2023	Positive Regulation Of Lipid Biosynthetic Process (GO:0046889)	1/39	1.777206e-01	2.315805e-01	0	0	5.279638e+00	9.120800e+00	APOE
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Differentiation (GO:0045621)	1/39	1.777206e-01	2.315805e-01	0	0	5.279638e+00	9.120800e+00	SPI1
GO_Biological_Process_2023	Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	1/39	1.777206e-01	2.315805e-01	0	0	5.279638e+00	9.120800e+00	CD14
GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	2/155	1.817248e-01	2.349270e-01	0	0	2.633987e+00	4.491638e+00	MEF2C;APLP2
GO_Biological_Process_2023	Negative Regulation Of Protein Localization (GO:1903828)	1/40	1.818400e-01	2.349270e-01	0	0	5.144004e+00	8.768613e+00	SPI1
GO_Biological_Process_2023	Negative Regulation Of Secretion By Cell (GO:1903531)	1/40	1.818400e-01	2.349270e-01	0	0	5.144004e+00	8.768613e+00	APOE
GO_Biological_Process_2023	Regulation Of Microtubule Polymerization (GO:0031113)	1/40	1.818400e-01	2.349270e-01	0	0	5.144004e+00	8.768613e+00	RAC1
GO_Biological_Process_2023	Regulation Of Small Molecule Metabolic Process (GO:0062012)	1/40	1.818400e-01	2.349270e-01	0	0	5.144004e+00	8.768613e+00	APOE
GO_Biological_Process_2023	Cyclic-Nucleotide-Mediated Signaling (GO:0019935)	1/40	1.818400e-01	2.349270e-01	0	0	5.144004e+00	8.768613e+00	APOE
GO_Biological_Process_2023	Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)	1/40	1.818400e-01	2.349270e-01	0	0	5.144004e+00	8.768613e+00	AIF1
GO_Biological_Process_2023	Positive Regulation Of Insulin Secretion (GO:0032024)	1/40	1.818400e-01	2.349270e-01	0	0	5.144004e+00	8.768613e+00	HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of Wound Healing (GO:0090303)	1/40	1.818400e-01	2.349270e-01	0	0	5.144004e+00	8.768613e+00	CLEC7A
GO_Biological_Process_2023	Negative Regulation Of mRNA Catabolic Process (GO:1902373)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	YBX1
GO_Biological_Process_2023	Negative Regulation Of Proteolysis (GO:0045861)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	CST3
GO_Biological_Process_2023	Non-Canonical Wnt Signaling Pathway (GO:0035567)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	RAC1
GO_Biological_Process_2023	Carbohydrate Catabolic Process (GO:0016052)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	GAPDH
GO_Biological_Process_2023	Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	PYCARD
GO_Biological_Process_2023	Cellular Response To Retinoic Acid (GO:0071300)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	LYN
GO_Biological_Process_2023	Positive Regulation Of Actin Filament Polymerization (GO:0030838)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	PYCARD
GO_Biological_Process_2023	Stem Cell Differentiation (GO:0048863)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Ossification (GO:0045778)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	MEF2C
GO_Biological_Process_2023	Visual System Development (GO:0150063)	1/41	1.859390e-01	2.379670e-01	0	0	5.015152e+00	8.437172e+00	C1QA
GO_Biological_Process_2023	Regulation Of Neurotransmitter Receptor Activity (GO:0099601)	1/42	1.900177e-01	2.413738e-01	0	0	4.892584e+00	8.124812e+00	MEF2C
GO_Biological_Process_2023	Cardiac Ventricle Morphogenesis (GO:0003208)	1/42	1.900177e-01	2.413738e-01	0	0	4.892584e+00	8.124812e+00	MEF2C
GO_Biological_Process_2023	Determination Of Heart Left/Right Asymmetry (GO:0061371)	1/42	1.900177e-01	2.413738e-01	0	0	4.892584e+00	8.124812e+00	MEF2C
GO_Biological_Process_2023	Embryonic Heart Tube Morphogenesis (GO:0003143)	1/42	1.900177e-01	2.413738e-01	0	0	4.892584e+00	8.124812e+00	MEF2C
GO_Biological_Process_2023	Skeletal Muscle Tissue Development (GO:0007519)	1/42	1.900177e-01	2.413738e-01	0	0	4.892584e+00	8.124812e+00	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Neuron Differentiation (GO:0045666)	1/42	1.900177e-01	2.413738e-01	0	0	4.892584e+00	8.124812e+00	MEF2C
GO_Biological_Process_2023	Potassium Ion Import Across Plasma Membrane (GO:1990573)	1/42	1.900177e-01	2.413738e-01	0	0	4.892584e+00	8.124812e+00	ATP1B3
GO_Biological_Process_2023	Modulation By Host Of Symbiont Process (GO:0051851)	1/42	1.900177e-01	2.413738e-01	0	0	4.892584e+00	8.124812e+00	CX3CR1
GO_Biological_Process_2023	Response To Amyloid-Beta (GO:1904645)	1/43	1.940761e-01	2.447047e-01	0	0	4.775854e+00	7.830035e+00	TREM2
GO_Biological_Process_2023	Positive Regulation Of Biomineral Tissue Development (GO:0070169)	1/43	1.940761e-01	2.447047e-01	0	0	4.775854e+00	7.830035e+00	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)	1/43	1.940761e-01	2.447047e-01	0	0	4.775854e+00	7.830035e+00	RAC1
GO_Biological_Process_2023	Ephrin Receptor Signaling Pathway (GO:0048013)	1/43	1.940761e-01	2.447047e-01	0	0	4.775854e+00	7.830035e+00	LYN
GO_Biological_Process_2023	Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)	1/43	1.940761e-01	2.447047e-01	0	0	4.775854e+00	7.830035e+00	CD63
GO_Biological_Process_2023	Positive Regulation Of Stress Fiber Assembly (GO:0051496)	1/43	1.940761e-01	2.447047e-01	0	0	4.775854e+00	7.830035e+00	RAC1
GO_Biological_Process_2023	Lysosome Organization (GO:0007040)	1/43	1.940761e-01	2.447047e-01	0	0	4.775854e+00	7.830035e+00	GRN
GO_Biological_Process_2023	Regulation Of Cellular Component Size (GO:0032535)	1/43	1.940761e-01	2.447047e-01	0	0	4.775854e+00	7.830035e+00	RAC1
GO_Biological_Process_2023	Protein Autophosphorylation (GO:0046777)	2/162	1.943443e-01	2.448164e-01	0	0	2.517857e+00	4.124562e+00	LYN;CSF1R
GO_Biological_Process_2023	Positive Regulation Of Biosynthetic Process (GO:0009891)	1/44	1.981144e-01	2.481893e-01	0	0	4.664553e+00	7.551493e+00	APOE
GO_Biological_Process_2023	Response To Unfolded Protein (GO:0006986)	1/44	1.981144e-01	2.481893e-01	0	0	4.664553e+00	7.551493e+00	HERPUD1
GO_Biological_Process_2023	Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961)	1/44	1.981144e-01	2.481893e-01	0	0	4.664553e+00	7.551493e+00	CD74
GO_Biological_Process_2023	Positive Regulation Of Osteoblast Differentiation (GO:0045669)	1/44	1.981144e-01	2.481893e-01	0	0	4.664553e+00	7.551493e+00	MEF2C
GO_Biological_Process_2023	Lymphocyte Chemotaxis (GO:0048247)	1/44	1.981144e-01	2.481893e-01	0	0	4.664553e+00	7.551493e+00	CXCL16
GO_Biological_Process_2023	Regulation Of Cell-Substrate Adhesion (GO:0010810)	1/44	1.981144e-01	2.481893e-01	0	0	4.664553e+00	7.551493e+00	RAC1
GO_Biological_Process_2023	Regulation Of Cellular Metabolic Process (GO:0031323)	1/45	2.021327e-01	2.522956e-01	0	0	4.558310e+00	7.287968e+00	NPC2
GO_Biological_Process_2023	Regulation Of Protein Modification Process (GO:0031399)	1/45	2.021327e-01	2.522956e-01	0	0	4.558310e+00	7.287968e+00	LYN
GO_Biological_Process_2023	Positive Regulation Of Innate Immune Response (GO:0045089)	1/45	2.021327e-01	2.522956e-01	0	0	4.558310e+00	7.287968e+00	SPI1
GO_Biological_Process_2023	Zymogen Activation (GO:0031638)	1/45	2.021327e-01	2.522956e-01	0	0	4.558310e+00	7.287968e+00	CTSH
GO_Biological_Process_2023	Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	1/46	2.061310e-01	2.563472e-01	0	0	4.456790e+00	7.038356e+00	TMSB4X
GO_Biological_Process_2023	Response To Hydrogen Peroxide (GO:0042542)	1/46	2.061310e-01	2.563472e-01	0	0	4.456790e+00	7.038356e+00	RHOB
GO_Biological_Process_2023	Epithelial Cell Migration (GO:0010631)	1/46	2.061310e-01	2.563472e-01	0	0	4.456790e+00	7.038356e+00	ZEB2
GO_Biological_Process_2023	Negative Regulation Of Cellular Metabolic Process (GO:0031324)	1/46	2.061310e-01	2.563472e-01	0	0	4.456790e+00	7.038356e+00	YBX1
GO_Biological_Process_2023	Negative Regulation Of Hydrolase Activity (GO:0051346)	1/47	2.101095e-01	2.594015e-01	0	0	4.359684e+00	6.801658e+00	CST3
GO_Biological_Process_2023	Golgi To Plasma Membrane Transport (GO:0006893)	1/47	2.101095e-01	2.594015e-01	0	0	4.359684e+00	6.801658e+00	RAB31
GO_Biological_Process_2023	Regulation Of Wound Healing (GO:0061041)	1/47	2.101095e-01	2.594015e-01	0	0	4.359684e+00	6.801658e+00	CLEC7A
GO_Biological_Process_2023	Positive Regulation Of TOR Signaling (GO:0032008)	1/47	2.101095e-01	2.594015e-01	0	0	4.359684e+00	6.801658e+00	TREM2
GO_Biological_Process_2023	Cognition (GO:0050890)	1/47	2.101095e-01	2.594015e-01	0	0	4.359684e+00	6.801658e+00	HLA-DRA
GO_Biological_Process_2023	Secondary Alcohol Metabolic Process (GO:1902652)	1/47	2.101095e-01	2.594015e-01	0	0	4.359684e+00	6.801658e+00	APOE
GO_Biological_Process_2023	Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	1/47	2.101095e-01	2.594015e-01	0	0	4.359684e+00	6.801658e+00	AIF1
GO_Biological_Process_2023	Regulation Of T Cell Differentiation (GO:0045580)	1/47	2.101095e-01	2.594015e-01	0	0	4.359684e+00	6.801658e+00	ACTB
GO_Biological_Process_2023	Generation Of Neurons (GO:0048699)	2/172	2.125577e-01	2.621866e-01	0	0	2.368547e+00	3.667794e+00	MEF2C;RAC1
GO_Biological_Process_2023	Cellular Response To Radiation (GO:0071478)	1/48	2.140682e-01	2.633349e-01	0	0	4.266710e+00	6.576964e+00	RHOB
GO_Biological_Process_2023	Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803)	1/48	2.140682e-01	2.633349e-01	0	0	4.266710e+00	6.576964e+00	PYCARD
GO_Biological_Process_2023	Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)	1/48	2.140682e-01	2.633349e-01	0	0	4.266710e+00	6.576964e+00	LYN
GO_Biological_Process_2023	Regulation Of Neuron Projection Development (GO:0010975)	2/174	2.162217e-01	2.655046e-01	0	0	2.340769e+00	3.584773e+00	LYN;APOE
GO_Biological_Process_2023	Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	2/174	2.162217e-01	2.655046e-01	0	0	2.340769e+00	3.584773e+00	ZEB2;CLEC7A
GO_Biological_Process_2023	Erythrocyte Differentiation (GO:0030218)	1/49	2.180074e-01	2.662581e-01	0	0	4.177609e+00	6.363445e+00	LYN
GO_Biological_Process_2023	Positive Regulation Of Nervous System Development (GO:0051962)	1/49	2.180074e-01	2.662581e-01	0	0	4.177609e+00	6.363445e+00	CX3CR1
GO_Biological_Process_2023	Interferon-Mediated Signaling Pathway (GO:0140888)	1/49	2.180074e-01	2.662581e-01	0	0	4.177609e+00	6.363445e+00	IFITM3
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630)	1/49	2.180074e-01	2.662581e-01	0	0	4.177609e+00	6.363445e+00	PYCARD
GO_Biological_Process_2023	Negative Regulation Of DNA Metabolic Process (GO:0051053)	1/49	2.180074e-01	2.662581e-01	0	0	4.177609e+00	6.363445e+00	S100A11
GO_Biological_Process_2023	Regulation Of Cell Communication (GO:0010646)	1/49	2.180074e-01	2.662581e-01	0	0	4.177609e+00	6.363445e+00	TYMP
GO_Biological_Process_2023	Regulation Of Epithelial Cell Migration (GO:0010632)	1/50	2.219269e-01	2.693556e-01	0	0	4.092146e+00	6.160346e+00	CTSH
GO_Biological_Process_2023	Regulation Of Interferon-Beta Production (GO:0032648)	1/50	2.219269e-01	2.693556e-01	0	0	4.092146e+00	6.160346e+00	PYCARD
GO_Biological_Process_2023	Regulation Of Interleukin-12 Production (GO:0032655)	1/50	2.219269e-01	2.693556e-01	0	0	4.092146e+00	6.160346e+00	CLEC7A
GO_Biological_Process_2023	Regulation Of Mitochondrion Organization (GO:0010821)	1/50	2.219269e-01	2.693556e-01	0	0	4.092146e+00	6.160346e+00	TREM2
GO_Biological_Process_2023	Blood Circulation (GO:0008015)	1/50	2.219269e-01	2.693556e-01	0	0	4.092146e+00	6.160346e+00	OLR1
GO_Biological_Process_2023	Positive Regulation Of Fat Cell Differentiation (GO:0045600)	1/50	2.219269e-01	2.693556e-01	0	0	4.092146e+00	6.160346e+00	METRNL
GO_Biological_Process_2023	Pyruvate Metabolic Process (GO:0006090)	1/50	2.219269e-01	2.693556e-01	0	0	4.092146e+00	6.160346e+00	GAPDH
GO_Biological_Process_2023	SMAD Protein Signal Transduction (GO:0060395)	1/51	2.258270e-01	2.723914e-01	0	0	4.010101e+00	5.966974e+00	FOS
GO_Biological_Process_2023	Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	1/51	2.258270e-01	2.723914e-01	0	0	4.010101e+00	5.966974e+00	RAC1
GO_Biological_Process_2023	Regulation Of Synapse Assembly (GO:0051963)	1/51	2.258270e-01	2.723914e-01	0	0	4.010101e+00	5.966974e+00	MEF2C
GO_Biological_Process_2023	Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)	1/51	2.258270e-01	2.723914e-01	0	0	4.010101e+00	5.966974e+00	RAC1
GO_Biological_Process_2023	Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	1/51	2.258270e-01	2.723914e-01	0	0	4.010101e+00	5.966974e+00	RAC1
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377)	1/51	2.258270e-01	2.723914e-01	0	0	4.010101e+00	5.966974e+00	TREM2
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)	1/51	2.258270e-01	2.723914e-01	0	0	4.010101e+00	5.966974e+00	TREM2
GO_Biological_Process_2023	Negative Regulation Of Innate Immune Response (GO:0045824)	1/52	2.297078e-01	2.753665e-01	0	0	3.931274e+00	5.782696e+00	GRN
GO_Biological_Process_2023	Rho Protein Signal Transduction (GO:0007266)	1/52	2.297078e-01	2.753665e-01	0	0	3.931274e+00	5.782696e+00	RHOB
GO_Biological_Process_2023	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	1/52	2.297078e-01	2.753665e-01	0	0	3.931274e+00	5.782696e+00	PSAP
GO_Biological_Process_2023	Cartilage Development (GO:0051216)	1/52	2.297078e-01	2.753665e-01	0	0	3.931274e+00	5.782696e+00	MEF2C
GO_Biological_Process_2023	Regulation Of Proteolysis (GO:0030162)	1/52	2.297078e-01	2.753665e-01	0	0	3.931274e+00	5.782696e+00	CST3
GO_Biological_Process_2023	Cellular Response To Ionizing Radiation (GO:0071479)	1/52	2.297078e-01	2.753665e-01	0	0	3.931274e+00	5.782696e+00	RHOB
GO_Biological_Process_2023	Icosanoid Metabolic Process (GO:0006690)	1/52	2.297078e-01	2.753665e-01	0	0	3.931274e+00	5.782696e+00	PYCARD
GO_Biological_Process_2023	Macromolecule Biosynthetic Process (GO:0009059)	2/183	2.327759e-01	2.780392e-01	0	0	2.223362e+00	3.240948e+00	APOE;RPS24
GO_Biological_Process_2023	Negative Regulation Of Metabolic Process (GO:0009892)	1/53	2.335693e-01	2.780392e-01	0	0	3.855478e+00	5.606931e+00	APOC1
GO_Biological_Process_2023	Negative Regulation Of Viral Genome Replication (GO:0045071)	1/53	2.335693e-01	2.780392e-01	0	0	3.855478e+00	5.606931e+00	IFITM3
GO_Biological_Process_2023	Carboxylic Acid Transport (GO:0046942)	1/53	2.335693e-01	2.780392e-01	0	0	3.855478e+00	5.606931e+00	PSAP
GO_Biological_Process_2023	Gonad Development (GO:0008406)	1/53	2.335693e-01	2.780392e-01	0	0	3.855478e+00	5.606931e+00	BASP1
GO_Biological_Process_2023	mRNA Stabilization (GO:0048255)	1/53	2.335693e-01	2.780392e-01	0	0	3.855478e+00	5.606931e+00	YBX1
GO_Biological_Process_2023	Protein Homotetramerization (GO:0051289)	1/53	2.335693e-01	2.780392e-01	0	0	3.855478e+00	5.606931e+00	APLP2
GO_Biological_Process_2023	Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117)	1/53	2.335693e-01	2.780392e-01	0	0	3.855478e+00	5.606931e+00	CST3
GO_Biological_Process_2023	Regulation Of Focal Adhesion Assembly (GO:0051893)	1/54	2.374116e-01	2.811399e-01	0	0	3.782542e+00	5.439144e+00	RAC1
GO_Biological_Process_2023	Negative Regulation Of Neuron Projection Development (GO:0010977)	1/54	2.374116e-01	2.811399e-01	0	0	3.782542e+00	5.439144e+00	APOE
GO_Biological_Process_2023	Negative Regulation Of Protein Catabolic Process (GO:0042177)	1/54	2.374116e-01	2.811399e-01	0	0	3.782542e+00	5.439144e+00	CST3
GO_Biological_Process_2023	Regulation Of Myoblast Differentiation (GO:0045661)	1/54	2.374116e-01	2.811399e-01	0	0	3.782542e+00	5.439144e+00	MEF2C
GO_Biological_Process_2023	Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)	1/54	2.374116e-01	2.811399e-01	0	0	3.782542e+00	5.439144e+00	APOE
GO_Biological_Process_2023	Mesenchymal Cell Differentiation (GO:0048762)	1/54	2.374116e-01	2.811399e-01	0	0	3.782542e+00	5.439144e+00	MEF2C
GO_Biological_Process_2023	Phosphatidylcholine Metabolic Process (GO:0046470)	1/55	2.412349e-01	2.851718e-01	0	0	3.712308e+00	5.278844e+00	LPCAT2
GO_Biological_Process_2023	Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)	1/55	2.412349e-01	2.851718e-01	0	0	3.712308e+00	5.278844e+00	MEF2C
GO_Biological_Process_2023	Defense Response To Virus (GO:0051607)	2/189	2.438581e-01	2.880230e-01	0	0	2.151370e+00	3.035946e+00	IFITM3;PYCARD
GO_Biological_Process_2023	Peptide Metabolic Process (GO:0006518)	1/56	2.450391e-01	2.884183e-01	0	0	3.644628e+00	5.125576e+00	SEC11A
GO_Biological_Process_2023	Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377)	1/56	2.450391e-01	2.884183e-01	0	0	3.644628e+00	5.125576e+00	RAC1
GO_Biological_Process_2023	Cellular Response To Peptide (GO:1901653)	1/56	2.450391e-01	2.884183e-01	0	0	3.644628e+00	5.125576e+00	TREM2
GO_Biological_Process_2023	Regulation Of Cation Channel Activity (GO:2001257)	1/56	2.450391e-01	2.884183e-01	0	0	3.644628e+00	5.125576e+00	CTSS
